ec5_uuid,created_at,uploaded_at,created_by,title,lat_1_Location,long_1_Location,accuracy_1_Location,UTM_Northing_1_Location,UTM_Easting_1_Location,UTM_Zone_1_Location,2_Tree_Number,3_PlantType,4_Tree_Species,5_Height,6_GBH,7_Bark_Photo,8_Leaf_Photo,9_Height_Photo,10_Health_of_the_tre,11_habitat_yesno,12_environmental_str
78c8e425-8ff1-4f91-9625-5f1ecfc00e38,2026-07-10T10:35:42.000Z,2026-07-11T09:57:36.000Z,pawarprashik78@gmail.com,"Coconut Healthy",20.013713,73.821235,7,2213432,376698,43Q,95,"Tree ",Coconut,3,100,78c8e425-8ff1-4f91-9625-5f1ecfc00e38_1783679713.jpg,78c8e425-8ff1-4f91-9625-5f1ecfc00e38_1783679720.jpg,78c8e425-8ff1-4f91-9625-5f1ecfc00e38_1783679732.jpg,"Healthy ",Yes,"cutting "
a882b957-0405-490c-9f67-c3157a92b9bc,2026-07-10T10:37:26.000Z,2026-07-11T09:57:28.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.01369,73.821123,6,2213430,376687,43Q,96,"Tree ","Coconut tree",11,110,a882b957-0405-490c-9f67-c3157a92b9bc_1783679820.jpg,a882b957-0405-490c-9f67-c3157a92b9bc_1783679829.jpg,a882b957-0405-490c-9f67-c3157a92b9bc_1783679838.jpg,"Healthy ",Yes,"cutting "
6e20229b-ccb3-4ec3-b7b2-2cef22d0ab8e,2026-07-10T10:39:32.000Z,2026-07-11T09:57:20.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.01364,73.821078,6,2213424,376682,43Q,96,"Tree ","Coconut tree",10,112,6e20229b-ccb3-4ec3-b7b2-2cef22d0ab8e_1783679947.jpg,6e20229b-ccb3-4ec3-b7b2-2cef22d0ab8e_1783679955.jpg,6e20229b-ccb3-4ec3-b7b2-2cef22d0ab8e_1783679963.jpg,"Healthy ",Yes,"cutting "
995f1b01-09c2-42ff-9bcc-1504774d6158,2026-07-10T10:41:01.000Z,2026-07-11T09:57:13.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.01363,73.821097,5,2213423,376684,43Q,97,"Tree ","Coconut tree",11,110,995f1b01-09c2-42ff-9bcc-1504774d6158_1783680021.jpg,995f1b01-09c2-42ff-9bcc-1504774d6158_1783680031.jpg,995f1b01-09c2-42ff-9bcc-1504774d6158_1783680054.jpg,"Healthy ",Yes,"cutting "
827d2b5c-dca4-4691-9195-1c73daa483c6,2026-07-10T10:43:16.000Z,2026-07-11T09:57:05.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013574,73.821056,9,2213417,376680,43Q,97,"Tree ","Coconut tree",8,101,827d2b5c-dca4-4691-9195-1c73daa483c6_1783680169.jpg,827d2b5c-dca4-4691-9195-1c73daa483c6_1783680178.jpg,827d2b5c-dca4-4691-9195-1c73daa483c6_1783680188.jpg,"Healthy ",Yes,"cutting "
9b48eb97-f3f3-4004-aec3-d2461ffb13a0,2026-07-10T10:44:43.000Z,2026-07-11T09:56:57.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013557,73.820953,6,2213415,376669,43Q,98,"Tree ","Coconut tree",9,117,9b48eb97-f3f3-4004-aec3-d2461ffb13a0_1783680257.jpg,9b48eb97-f3f3-4004-aec3-d2461ffb13a0_1783680265.jpg,9b48eb97-f3f3-4004-aec3-d2461ffb13a0_1783680274.jpg,"Healthy ",Yes,"cutting "
00865a06-5ac9-4a06-940a-14259f45bb3c,2026-07-10T10:46:17.000Z,2026-07-11T09:56:49.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013544,73.820935,6,2213414,376667,43Q,98,"Tree ","Coconut tree",10,106,00865a06-5ac9-4a06-940a-14259f45bb3c_1783680347.jpg,00865a06-5ac9-4a06-940a-14259f45bb3c_1783680357.jpg,00865a06-5ac9-4a06-940a-14259f45bb3c_1783680369.jpg,"Healthy ",Yes,"cutting "
4db36bc8-ad54-4004-ba01-27298fdc8531,2026-07-10T10:50:03.000Z,2026-07-11T09:56:42.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013549,73.820872,6,2213415,376660,43Q,99,"Tree ","Coconut tree",10,116,4db36bc8-ad54-4004-ba01-27298fdc8531_1783680563.jpg,4db36bc8-ad54-4004-ba01-27298fdc8531_1783680571.jpg,4db36bc8-ad54-4004-ba01-27298fdc8531_1783680593.jpg,"Healthy ",Yes,"cutting "
fb95e66d-4072-48c5-b719-831de7c56f7b,2026-07-10T10:51:17.000Z,2026-07-11T09:56:34.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.01353,73.820721,5,2213413,376645,43Q,100,"Tree ","Coconut tree",10,98,fb95e66d-4072-48c5-b719-831de7c56f7b_1783680644.jpg,fb95e66d-4072-48c5-b719-831de7c56f7b_1783680658.jpg,fb95e66d-4072-48c5-b719-831de7c56f7b_1783680667.jpg,"Healthy ",Yes,"cutting "
49e851d4-4d6e-4f43-9975-f1d5b03aa2ab,2026-07-10T10:52:34.000Z,2026-07-11T09:56:26.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013469,73.820667,5,2213406,376639,43Q,101,"Tree ","Coconut tree",6,100,49e851d4-4d6e-4f43-9975-f1d5b03aa2ab_1783680731.jpg,49e851d4-4d6e-4f43-9975-f1d5b03aa2ab_1783680737.jpg,49e851d4-4d6e-4f43-9975-f1d5b03aa2ab_1783680746.jpg,"Healthy ",Yes,"cutting "
1b13c8d8-0528-4feb-8455-d562e46446b0,2026-07-10T10:54:41.000Z,2026-07-11T09:56:19.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013434,73.820642,6,2213402,376636,43Q,102,"Tree ","Coconut tree",9,97,1b13c8d8-0528-4feb-8455-d562e46446b0_1783680849.jpg,1b13c8d8-0528-4feb-8455-d562e46446b0_1783680857.jpg,1b13c8d8-0528-4feb-8455-d562e46446b0_1783680869.jpg,"Healthy ",Yes,"cutting "
44ad16d2-8ce7-4e4e-8333-5265fc579438,2026-07-10T10:56:50.000Z,2026-07-11T09:56:11.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013419,73.820614,5,2213400,376633,43Q,103,"Tree ","Coconut tree",10,100,44ad16d2-8ce7-4e4e-8333-5265fc579438_1783680969.jpg,44ad16d2-8ce7-4e4e-8333-5265fc579438_1783680993.jpg,44ad16d2-8ce7-4e4e-8333-5265fc579438_1783681002.jpg,"Healthy ",Yes,"cutting "
ebe50ca9-513a-4b76-afdc-f37f2ce9d16c,2026-07-10T10:59:56.000Z,2026-07-11T09:56:03.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013452,73.820486,7,2213404,376620,43Q,105,"Tree ","Coconut tree",10,89,ebe50ca9-513a-4b76-afdc-f37f2ce9d16c_1783681165.jpg,ebe50ca9-513a-4b76-afdc-f37f2ce9d16c_1783681175.jpg,ebe50ca9-513a-4b76-afdc-f37f2ce9d16c_1783681187.jpg,"Healthy ",Yes,"cutting "
e6242d48-b9a9-43ec-90c3-4f3c790d5dbd,2026-07-10T11:03:06.000Z,2026-07-11T09:55:55.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013388,73.820523,7,2213397,376624,43Q,106,"Tree ","Coconut tree",7,100,e6242d48-b9a9-43ec-90c3-4f3c790d5dbd_1783681335.jpg,e6242d48-b9a9-43ec-90c3-4f3c790d5dbd_1783681352.jpg,e6242d48-b9a9-43ec-90c3-4f3c790d5dbd_1783681377.jpg,"Healthy ",Yes,"cutting "
119ae536-a7e8-467a-8c22-128c2915dae1,2026-07-10T11:07:37.000Z,2026-07-11T09:55:48.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013404,73.820394,6,2213399,376610,43Q,106,"Tree ","Coconut tree",12,112,119ae536-a7e8-467a-8c22-128c2915dae1_1783681628.jpg,119ae536-a7e8-467a-8c22-128c2915dae1_1783681636.jpg,119ae536-a7e8-467a-8c22-128c2915dae1_1783681648.jpg,"Healthy ",Yes,"cutting "
3e0df2d9-e1bb-4b47-a661-dd3ceecad291,2026-07-11T05:58:26.000Z,2026-07-11T09:55:40.000Z,pawarprashik78@gmail.com,"Ashok Tree Healthy",20.014048,73.822137,6,2213469,376793,43Q,151,"Tree ","Ashok Tree",2,50,3e0df2d9-e1bb-4b47-a661-dd3ceecad291_1783749467.jpg,3e0df2d9-e1bb-4b47-a661-dd3ceecad291_1783749478.jpg,3e0df2d9-e1bb-4b47-a661-dd3ceecad291_1783749490.jpg,"Healthy ",No,"cutting "
51c9adb9-b0ca-4c7f-a1da-1dd24b0a573a,2026-07-11T06:02:21.000Z,2026-07-11T09:55:33.000Z,pawarprashik78@gmail.com,"Ashok tree Healthy",20.014017,73.821939,7,2213466,376772,43Q,202,"Tree ","Ashok tree",5,50,51c9adb9-b0ca-4c7f-a1da-1dd24b0a573a_1783749713.jpg,51c9adb9-b0ca-4c7f-a1da-1dd24b0a573a_1783749721.jpg,51c9adb9-b0ca-4c7f-a1da-1dd24b0a573a_1783749732.jpg,"Healthy ",Yes,"cutting "
412144a1-846d-4dac-ae60-965de12783db,2026-07-11T06:03:47.000Z,2026-07-11T09:55:25.000Z,pawarprashik78@gmail.com,"Ashok Tree Healthy",20.013973,73.821876,5,2213461,376766,43Q,203,"Tree ","Ashok Tree",5,64,412144a1-846d-4dac-ae60-965de12783db_1783749787.jpg,412144a1-846d-4dac-ae60-965de12783db_1783749796.jpg,412144a1-846d-4dac-ae60-965de12783db_1783749812.jpg,"Healthy ",Yes,"cutting "
852cd473-f60c-42cc-b218-67b63036a855,2026-07-11T06:05:28.000Z,2026-07-11T09:55:17.000Z,pawarprashik78@gmail.com,"Ashok Tree Healthy",20.013935,73.821661,4,2213457,376743,43Q,204,"Tree ","Ashok Tree",7,55,852cd473-f60c-42cc-b218-67b63036a855_1783749887.jpg,852cd473-f60c-42cc-b218-67b63036a855_1783749897.jpg,852cd473-f60c-42cc-b218-67b63036a855_1783749915.jpg,"Healthy ",Yes,"cutting "
73f643ad-de4e-4cb8-b90b-9c04ca7fbe58,2026-07-11T07:43:55.000Z,2026-07-11T09:55:10.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012832,73.822349,3,2213334,376814,43Q,118,"Tree ","Palm tree",6,170,73f643ad-de4e-4cb8-b90b-9c04ca7fbe58_1783755794.jpg,73f643ad-de4e-4cb8-b90b-9c04ca7fbe58_1783755806.jpg,73f643ad-de4e-4cb8-b90b-9c04ca7fbe58_1783755826.jpg,"Healthy ",Yes,"cutting "
e30e6ae3-1f49-4954-8154-5a0f91bb6210,2026-07-11T07:45:51.000Z,2026-07-11T09:55:02.000Z,pawarprashik78@gmail.com,"Coconut Healthy",20.012773,73.822293,7,2213328,376808,43Q,119,"Tree ",Coconut,2,12,e30e6ae3-1f49-4954-8154-5a0f91bb6210_1783755918.jpg,e30e6ae3-1f49-4954-8154-5a0f91bb6210_1783755925.jpg,e30e6ae3-1f49-4954-8154-5a0f91bb6210_1783755933.jpg,"Healthy ",Yes,"cutting "
8ee65859-836e-40f5-8602-43187e8d8d53,2026-07-11T07:47:47.000Z,2026-07-11T09:54:54.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012762,73.822042,9,2213327,376782,43Q,120,"Tree ","Palm tree",5,168,8ee65859-836e-40f5-8602-43187e8d8d53_1783756039.jpg,8ee65859-836e-40f5-8602-43187e8d8d53_1783756048.jpg,8ee65859-836e-40f5-8602-43187e8d8d53_1783756059.jpg,"Healthy ",Yes,"cutting "
b21821df-5b40-40fe-8837-08de90c98f33,2026-07-11T07:49:09.000Z,2026-07-11T09:54:46.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012708,73.821988,7,2213321,376776,43Q,121,"Tree ","Palm tree",6,167,b21821df-5b40-40fe-8837-08de90c98f33_1783756118.jpg,b21821df-5b40-40fe-8837-08de90c98f33_1783756125.jpg,b21821df-5b40-40fe-8837-08de90c98f33_1783756141.jpg,"Healthy ",Yes,"cutting "
53ed0578-8add-43be-8bff-bfed303d4379,2026-07-11T07:51:54.000Z,2026-07-11T09:54:39.000Z,pawarprashik78@gmail.com,"Chinese palm Healthy",20.012698,73.821885,5,2213320,376766,43Q,122,"Tree ","Chinese palm",1,80,53ed0578-8add-43be-8bff-bfed303d4379_1783756285.jpg,53ed0578-8add-43be-8bff-bfed303d4379_1783756293.jpg,53ed0578-8add-43be-8bff-bfed303d4379_1783756306.jpg,"Healthy ",Yes,"cutting "
700a4b7c-e9fc-4bfd-af31-23195cb35da2,2026-07-11T07:53:27.000Z,2026-07-11T09:54:31.000Z,pawarprashik78@gmail.com,"Chinese palm Healthy",20.012755,73.821828,7,2213326,376760,43Q,123,"Tree ","Chinese palm",1,80,700a4b7c-e9fc-4bfd-af31-23195cb35da2_1783756371.jpg,700a4b7c-e9fc-4bfd-af31-23195cb35da2_1783756382.jpg,700a4b7c-e9fc-4bfd-af31-23195cb35da2_1783756399.jpg,"Healthy ",Yes,"cutting "
b864b58f-eeb9-484e-abb7-883d34182608,2026-07-11T07:55:42.000Z,2026-07-11T09:54:23.000Z,pawarprashik78@gmail.com,"Chinese palm Healthy",20.01269,73.821764,4,2213319,376753,43Q,124,"Tree ","Chinese palm",3,50,b864b58f-eeb9-484e-abb7-883d34182608_1783756518.jpg,b864b58f-eeb9-484e-abb7-883d34182608_1783756526.jpg,b864b58f-eeb9-484e-abb7-883d34182608_1783756535.jpg,"Healthy ",Yes,"cutting "
3aaa4024-bf89-4b48-840f-a933c1cffae1,2026-07-11T07:58:40.000Z,2026-07-11T09:54:16.000Z,pawarprashik78@gmail.com,"Chinese palm Healthy",20.012688,73.821695,3,2213319,376746,43Q,125,"Tree ","Chinese palm",1,80,3aaa4024-bf89-4b48-840f-a933c1cffae1_1783756683.jpg,3aaa4024-bf89-4b48-840f-a933c1cffae1_1783756701.jpg,3aaa4024-bf89-4b48-840f-a933c1cffae1_1783756713.jpg,"Healthy ",Yes,"cutting "
af523f0f-12d3-4c25-99f8-72621499af22,2026-07-11T08:00:50.000Z,2026-07-11T09:54:08.000Z,pawarprashik78@gmail.com,"Child palm Healthy",20.012739,73.821655,4,2213324,376742,43Q,126,"Tree ","Child palm",3,22,af523f0f-12d3-4c25-99f8-72621499af22_1783756810.jpg,af523f0f-12d3-4c25-99f8-72621499af22_1783756822.jpg,af523f0f-12d3-4c25-99f8-72621499af22_1783756830.jpg,"Healthy ",Yes,"cutting "
6c8ef5e2-2a99-4291-bb68-526d4eff3e8f,2026-07-11T08:02:57.000Z,2026-07-11T09:54:00.000Z,pawarprashik78@gmail.com,"Child palm Healthy",20.012747,73.82161,3,2213325,376737,43Q,126,"Tree ","Child palm",3,22,6c8ef5e2-2a99-4291-bb68-526d4eff3e8f_1783756903.jpg,6c8ef5e2-2a99-4291-bb68-526d4eff3e8f_1783756961.jpg,6c8ef5e2-2a99-4291-bb68-526d4eff3e8f_1783756969.jpg,"Healthy ",Yes,"cutting "
8c9abe49-5713-4e76-bf89-ed6899f4de51,2026-07-11T08:04:29.000Z,2026-07-11T09:53:53.000Z,pawarprashik78@gmail.com,"Child palm Healthy",20.012707,73.821556,5,2213321,376731,43Q,127,"Tree ","Child palm",2,25,8c9abe49-5713-4e76-bf89-ed6899f4de51_1783757039.jpg,8c9abe49-5713-4e76-bf89-ed6899f4de51_1783757049.jpg,8c9abe49-5713-4e76-bf89-ed6899f4de51_1783757061.jpg,"Healthy ",Yes,"cutting "
bc995449-aa7e-409d-bad0-3746bfddd447,2026-07-11T08:05:51.000Z,2026-07-11T09:53:45.000Z,pawarprashik78@gmail.com,"Child palm Healthy",20.012717,73.821499,3,2213322,376725,43Q,128,"Tree ","Child palm",3,22,bc995449-aa7e-409d-bad0-3746bfddd447_1783757121.jpg,bc995449-aa7e-409d-bad0-3746bfddd447_1783757132.jpg,bc995449-aa7e-409d-bad0-3746bfddd447_1783757143.jpg,"Healthy ",Yes,"cutting "
694d5dd9-9465-48c7-9ca0-132906bd75f8,2026-07-11T08:08:22.000Z,2026-07-11T09:53:37.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.01272,73.821361,4,2213322,376711,43Q,129,"Tree ","Palm tree",6,182,694d5dd9-9465-48c7-9ca0-132906bd75f8_1783757264.jpg,694d5dd9-9465-48c7-9ca0-132906bd75f8_1783757273.jpg,694d5dd9-9465-48c7-9ca0-132906bd75f8_1783757295.jpg,"Healthy ",Yes,"cutting "
3e8a679b-c228-40e4-a41e-c882a48a9029,2026-07-11T08:10:12.000Z,2026-07-11T09:53:29.000Z,pawarprashik78@gmail.com,"Child palm Healthy",20.012676,73.821362,5,2213318,376711,43Q,130,"Tree ","Child palm",3,25,3e8a679b-c228-40e4-a41e-c882a48a9029_1783757381.jpg,3e8a679b-c228-40e4-a41e-c882a48a9029_1783757391.jpg,3e8a679b-c228-40e4-a41e-c882a48a9029_1783757405.jpg,"Healthy ",Yes,"cutting "
8f18d92e-e7ec-4568-ab41-6a699379b0ef,2026-07-11T08:11:52.000Z,2026-07-11T09:53:22.000Z,pawarprashik78@gmail.com,"Child palm Healthy",20.012625,73.821292,5,2213312,376704,43Q,131,"Tree ","Child palm",2,20,8f18d92e-e7ec-4568-ab41-6a699379b0ef_1783757489.jpg,8f18d92e-e7ec-4568-ab41-6a699379b0ef_1783757497.jpg,8f18d92e-e7ec-4568-ab41-6a699379b0ef_1783757505.jpg,"Healthy ",Yes,"cutting "
3e62df56-a2c5-4139-b079-7ff622098498,2026-07-11T08:14:02.000Z,2026-07-11T09:53:14.000Z,pawarprashik78@gmail.com,"Child palm Healthy",20.012626,73.821286,6,2213312,376703,43Q,132,"Tree ","Child palm",2,23,3e62df56-a2c5-4139-b079-7ff622098498_1783757616.jpg,3e62df56-a2c5-4139-b079-7ff622098498_1783757623.jpg,3e62df56-a2c5-4139-b079-7ff622098498_1783757634.jpg,"Healthy ",Yes,"cutting "
2a6ababa-4844-40ed-b493-203e61c306bd,2026-07-11T08:16:52.000Z,2026-07-11T09:53:06.000Z,pawarprashik78@gmail.com,"Child palm Healthy",20.012657,73.821231,4,2213316,376697,43Q,134,"Tree ","Child palm",2,23,2a6ababa-4844-40ed-b493-203e61c306bd_1783757781.jpg,2a6ababa-4844-40ed-b493-203e61c306bd_1783757789.jpg,2a6ababa-4844-40ed-b493-203e61c306bd_1783757802.jpg,"Healthy ",Yes,"cutting "
0d830033-54bb-4627-981e-e9bbf48bcd0a,2026-07-11T08:20:18.000Z,2026-07-11T09:52:59.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012654,73.821177,4,2213315,376692,43Q,134,"Tree ","Palm tree",6,150,0d830033-54bb-4627-981e-e9bbf48bcd0a_1783757952.jpg,0d830033-54bb-4627-981e-e9bbf48bcd0a_1783757979.jpg,0d830033-54bb-4627-981e-e9bbf48bcd0a_1783758006.jpg,"Healthy ",Yes,"cutting "
6b24e7ae-ebd2-459c-bc9a-da19c23a762e,2026-07-11T08:26:37.000Z,2026-07-11T09:52:51.000Z,pawarprashik78@gmail.com,"Child palm Healthy",20.012602,73.821211,5,2213309,376695,43Q,135,"Tree ","Child palm",2,25,6b24e7ae-ebd2-459c-bc9a-da19c23a762e_1783758369.jpg,6b24e7ae-ebd2-459c-bc9a-da19c23a762e_1783758382.jpg,6b24e7ae-ebd2-459c-bc9a-da19c23a762e_1783758390.jpg,"Healthy ",Yes,"cutting "
aef962a9-9ed3-4b76-aa46-fce3afafec2c,2026-07-11T08:28:30.000Z,2026-07-11T09:52:43.000Z,pawarprashik78@gmail.com,"Child palm Healthy",20.012625,73.821156,5,2213312,376689,43Q,136,"Tree ","Child palm",2,10,aef962a9-9ed3-4b76-aa46-fce3afafec2c_1783758476.jpg,aef962a9-9ed3-4b76-aa46-fce3afafec2c_1783758484.jpg,aef962a9-9ed3-4b76-aa46-fce3afafec2c_1783758499.jpg,"Healthy ",Yes,"cutting "
761bf691-eade-42c8-9c19-f07fc1f89c28,2026-07-11T08:31:12.000Z,2026-07-11T09:52:35.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012569,73.821191,4,2213306,376693,43Q,136,"Tree ","Palm tree",2,18,761bf691-eade-42c8-9c19-f07fc1f89c28_1783758641.jpg,761bf691-eade-42c8-9c19-f07fc1f89c28_1783758652.jpg,761bf691-eade-42c8-9c19-f07fc1f89c28_1783758665.jpg,"Healthy ",Yes,"cutting "
39204f0e-000b-4bfd-b2fd-7b2cf206baa7,2026-07-11T08:33:19.000Z,2026-07-11T09:52:28.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012595,73.821118,5,2213309,376685,43Q,137,"Tree ","Palm tree",3,27,39204f0e-000b-4bfd-b2fd-7b2cf206baa7_1783758775.jpg,39204f0e-000b-4bfd-b2fd-7b2cf206baa7_1783758781.jpg,39204f0e-000b-4bfd-b2fd-7b2cf206baa7_1783758792.jpg,"Healthy ",Yes,"cutting "
1ef68239-9de8-4ea0-85db-0fa93eff162c,2026-07-11T08:37:05.000Z,2026-07-11T09:52:20.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.012666,73.82094,4,2213317,376667,43Q,138,"Tree ","Coconut tree",10,110,1ef68239-9de8-4ea0-85db-0fa93eff162c_1783758993.jpg,1ef68239-9de8-4ea0-85db-0fa93eff162c_1783759004.jpg,1ef68239-9de8-4ea0-85db-0fa93eff162c_1783759017.jpg,"Healthy ",Yes,"cutting "
b99a8370-d4e7-41dc-9a40-159a25e42cd3,2026-07-11T08:43:04.000Z,2026-07-11T09:52:12.000Z,pawarprashik78@gmail.com,"Rain tree Healthy",20.012572,73.821012,5,2213306,376674,43Q,138,"Tree ","Rain tree",7,181,b99a8370-d4e7-41dc-9a40-159a25e42cd3_1783759342.jpg,b99a8370-d4e7-41dc-9a40-159a25e42cd3_1783759361.jpg,b99a8370-d4e7-41dc-9a40-159a25e42cd3_1783759375.jpg,"Healthy ",Yes,"cutting "
a7520f28-3a02-43e4-b1c4-8bc63ed11768,2026-07-11T08:46:04.000Z,2026-07-11T09:52:05.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.012586,73.820885,7,2213308,376661,43Q,140,"Tree ","Coconut tree",5,86,a7520f28-3a02-43e4-b1c4-8bc63ed11768_1783759532.jpg,a7520f28-3a02-43e4-b1c4-8bc63ed11768_1783759540.jpg,a7520f28-3a02-43e4-b1c4-8bc63ed11768_1783759556.jpg,"Healthy ",Yes,"cutting "
01bf2c0a-ae03-4a68-9290-e82b6f55b0d5,2026-07-11T08:48:20.000Z,2026-07-11T09:51:57.000Z,pawarprashik78@gmail.com,"Rain tree Healthy",20.01256,73.820841,4,2213305,376656,43Q,141,"Tree ","Rain tree",11,146,01bf2c0a-ae03-4a68-9290-e82b6f55b0d5_1783759671.jpg,01bf2c0a-ae03-4a68-9290-e82b6f55b0d5_1783759682.jpg,01bf2c0a-ae03-4a68-9290-e82b6f55b0d5_1783759692.jpg,"Healthy ",Yes,"cutting "
37c00b5f-dd4e-4d64-99fe-89b761c0d0c4,2026-07-11T08:50:17.000Z,2026-07-11T09:51:49.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012665,73.820912,5,2213317,376664,43Q,142,"Tree ","Palm tree",1,36,37c00b5f-dd4e-4d64-99fe-89b761c0d0c4_1783759787.jpg,37c00b5f-dd4e-4d64-99fe-89b761c0d0c4_1783759797.jpg,37c00b5f-dd4e-4d64-99fe-89b761c0d0c4_1783759809.jpg,"Healthy ",Yes,"cutting "
f595ada3-ea29-465e-8c41-fc9bd5626749,2026-07-11T08:56:47.000Z,2026-07-11T09:51:41.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012636,73.820838,5,2213314,376656,43Q,143,"Tree ","Palm tree",3,30,f595ada3-ea29-465e-8c41-fc9bd5626749_1783760169.jpg,f595ada3-ea29-465e-8c41-fc9bd5626749_1783760178.jpg,f595ada3-ea29-465e-8c41-fc9bd5626749_1783760199.jpg,"Healthy ",Yes,"cutting "
0c1f94c1-3792-4209-a3f1-ac13f84c7a3b,2026-07-11T08:59:55.000Z,2026-07-11T09:51:34.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.012518,73.820693,6,2213301,376641,43Q,144,"Tree ","Coconut tree",6,104,0c1f94c1-3792-4209-a3f1-ac13f84c7a3b_1783760363.jpg,0c1f94c1-3792-4209-a3f1-ac13f84c7a3b_1783760375.jpg,0c1f94c1-3792-4209-a3f1-ac13f84c7a3b_1783760387.jpg,"Healthy ",Yes,"cutting "
cda523c7-9a1a-4161-9c38-c111f4e15007,2026-07-11T09:01:47.000Z,2026-07-11T09:51:26.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012544,73.820742,7,2213303,376646,43Q,145,"Tree ","Palm tree",2,26,cda523c7-9a1a-4161-9c38-c111f4e15007_1783760458.jpg,cda523c7-9a1a-4161-9c38-c111f4e15007_1783760465.jpg,cda523c7-9a1a-4161-9c38-c111f4e15007_1783760477.jpg,"Healthy ",Yes,"cutting "
23f9e508-7ab9-44f6-98f7-993cd8394fca,2026-07-11T09:03:15.000Z,2026-07-11T09:51:18.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012608,73.82067,6,2213311,376639,43Q,146,"Tree ","Palm tree",2,16,23f9e508-7ab9-44f6-98f7-993cd8394fca_1783760563.jpg,23f9e508-7ab9-44f6-98f7-993cd8394fca_1783760580.jpg,23f9e508-7ab9-44f6-98f7-993cd8394fca_1783760587.jpg,"Healthy ",Yes,"cutting "
79e51201-cc18-49e5-8ff5-fd230659ba8e,2026-07-11T09:05:43.000Z,2026-07-11T09:51:11.000Z,pawarprashik78@gmail.com,"Palm Healthy",20.012593,73.820636,5,2213309,376635,43Q,146,"Tree ",Palm,6,190,79e51201-cc18-49e5-8ff5-fd230659ba8e_1783760715.jpg,79e51201-cc18-49e5-8ff5-fd230659ba8e_1783760727.jpg,79e51201-cc18-49e5-8ff5-fd230659ba8e_1783760735.jpg,"Healthy ",Yes,"cutting "
d9f83d52-0cbd-4d01-b3fb-ea9662d9c38d,2026-07-11T09:07:38.000Z,2026-07-11T09:51:03.000Z,pawarprashik78@gmail.com,"Child palm Healthy",20.012578,73.820679,7,2213307,376639,43Q,148,"Tree ","Child palm",1,18,d9f83d52-0cbd-4d01-b3fb-ea9662d9c38d_1783760835.jpg,d9f83d52-0cbd-4d01-b3fb-ea9662d9c38d_1783760841.jpg,d9f83d52-0cbd-4d01-b3fb-ea9662d9c38d_1783760850.jpg,"Healthy ",Yes,"cutting "
c3d1e172-751c-4d4a-825c-8e62ac13c511,2026-07-11T09:08:53.000Z,2026-07-11T09:50:55.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012603,73.82064,5,2213310,376635,43Q,149,"Tree ","Palm tree",1,19,c3d1e172-751c-4d4a-825c-8e62ac13c511_1783760912.jpg,c3d1e172-751c-4d4a-825c-8e62ac13c511_1783760918.jpg,c3d1e172-751c-4d4a-825c-8e62ac13c511_1783760926.jpg,"Healthy ",Yes,"cutting "
2f937132-4c37-4b71-97ac-b7a47b830f73,2026-07-11T09:11:07.000Z,2026-07-11T09:50:47.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012534,73.82061,9,2213302,376632,43Q,150,"Tree ","Palm tree",7,137,2f937132-4c37-4b71-97ac-b7a47b830f73_1783761040.jpg,2f937132-4c37-4b71-97ac-b7a47b830f73_1783761047.jpg,2f937132-4c37-4b71-97ac-b7a47b830f73_1783761059.jpg,"Healthy ",Yes,"cutting "
